"","College","Longitude","Latitude"
"4212","Human Resource Development and Employment Inc",-79.925671,39.645683
"4213","Marshall University",-82.43065,38.42261
"4214","Mercer County Technical Education Center",-81.104647,37.360024
"4215","Meredith Manor International Equestrian Center",-81.400296,39.29966
"4216","Monongalia County Technical Education Center",-79.957275,39.611165
"4217","Morgantown Beauty College Inc",-79.954318,39.628855
"4218","Mountain State College",-81.548718,39.273182
"4219","Everest Institute-Cross Lanes",-81.789864,38.422839
"4220","Opportunities Industrialization Center",-80.144976,39.485033
"4221","Ohio Valley University",-81.5392,39.31236
"4222","West Virginia University at Parkersburg",-81.506192,39.216379
"4223","Potomac State College of West Virginia University",-78.983175,39.436935
"4224","Academy of Careers and Technology",-81.168609,37.799775
"4225","Salem International University",-80.571767,39.288632
"4226","Shepherd University",-77.804844,39.434319
"4227","Southern West Virginia Community and Technical College",-82.023014,37.851756
"4228","Fred W Eberle Technical Center",-80.225278,39.001908
"4229","West Virginia School of Osteopathic Medicine",-80.438644,37.803879
"4230","West Virginia State University",-81.76802,38.379002
"4231","West Virginia University Hospital Departments of Rad Tech and Nutrition",-79.964727,39.650535
"4232","West Liberty University",-80.604054,40.162473
"4233","West Virginia University Institute of Technology",-81.325199,38.179427
"4234","West Virginia Wesleyan College",-80.217094,38.990476
"4235","West Virginia Business College-Wheeling",-80.7227,40.063518
"4236","West Virginia Junior College-Charleston",-81.634358,38.347929
"4237","West Virginia Junior College-Morgantown",-79.954803,39.63264
"4238","International Beauty School 4",-77.964891,39.454573
"4239","West Virginia Northern Community College",-80.721548,40.063736
"4240","West Virginia University",-79.953926,39.63468
"4241","Wheeling Jesuit University",-80.690804,40.070873
"4242","Wood County School of Practical Nursing",-81.50573,39.21676
"4243","Advanced Institute of Hair Design-Glendale",-87.916376,43.12092
"4244","VICI Aveda Institute",-88.047841,42.969138
"4245","Alverno College",-87.965498,42.983518
"4246","Madison Area Technical College",-89.330294,43.121624
"4247","Bellin College",-87.921722,44.468277
"4248","Beloit College",-89.03147,42.50363
"4249","Blackhawk Technical College",-89.016161,42.593217
"4250","Cardinal Stritch University",-87.909045,43.139752
"4251","Carroll University",-88.227962,43.004647
"4252","Carthage College",-87.820706,42.622893
"4253","Columbia College of Nursing",-87.918171,43.09748
"4254","Concordia University-Wisconsin",-87.916628,43.254217
"4255","Edgewood College",-89.422122,43.058727
"4256","Fox Valley Technical College",-88.45893,44.283174
"4257","Gateway Technical College",-87.846695,42.605677
"4258","Gill-Tech Academy of Hair Design",-88.487234,44.268381
"4259","The Salon Professional Academy-Eau Claire",-91.461714,44.783374
"4260","ITT Technical Institute-Greenfield",-87.993353,42.960006
"4261","Lakeland College",-87.884956,43.841863
"4262","Lakeshore Technical College",-87.75454,43.924774
"4263","Lawrence University",-88.397822,44.261323
"4264","Maranatha Baptist University",-88.735055,43.195709
"4265","Marian University",-88.420638,43.777411
"4266","Marquette University",-87.928121,43.038766
"4267","Empire Beauty School-Madison",-89.49087,43.055346
"4268","Medical College of Wisconsin",-88.022698,43.044108
"4269","Mid-State Technical College",-89.783449,44.391219
"4270","Milwaukee Area Technical College",-87.920818,43.04359
"4271","Milwaukee Institute of Art & Design",-87.907925,43.030917
"4272","Milwaukee School of Engineering",-87.907691,43.045364
"4273","Moraine Park Technical College",-88.417656,43.785224
"4274","Mount Mary University",-88.030594,43.072303
"4275","Nashotah House",-88.414635,43.093621
"4276","Nicolet Area Technical College",-89.425055,45.609542
"4277","Northcentral Technical College",-89.648419,44.984837
"4278","Northeast Wisconsin Technical College",-88.105976,44.526342
"4279","Northland International University",-88.095933,45.58114
"4280","Northland College",-90.874991,46.578983
"4281","Ripon College",-88.8426,43.842383
"4282","Sacred Heart School of Theology",-88.04438,42.910829
"4283","Saint Norbert College",-88.067301,44.444651
"4284","Silver Lake College of the Holy Family",-87.742961,44.071038
"4285","State College of Beauty Culture Inc",-89.625182,44.958536
"4286","Southwest Wisconsin Technical College",-90.637714,42.976238
"4287","Bryant & Stratton College-Milwaukee",-87.915286,43.039176
"4288","University of Wisconsin Colleges",-89.404531,43.071583
"4289","Viterbo University",-91.244095,43.802291
"4290","Chippewa Valley Technical College",-91.505675,44.794867
"4291","Waukesha County Technical College",-88.258805,43.070112
"4292","Western Technical College",-91.246249,43.815147
"4293","University of Wisconsin-Whitewater",-88.742368,42.835563
"4294","Wisconsin Indianhead Technical College",-91.916484,45.747831
"4295","Wisconsin School of Professional Psychology",-88.026735,43.105054
"4296","Paul Mitchell the School-Green Bay",-88.115101,44.468073
"4297","University of Wisconsin-Eau Claire",-91.500432,44.798431
"4298","University of Wisconsin-Green Bay",-87.920499,44.531102
"4299","University of Wisconsin-La Crosse",-91.230149,43.815295
"4300","Wisconsin Lutheran College",-88.022718,43.036943
"4301","University of Wisconsin-Oshkosh",-88.549282,44.024985
"4302","University of Wisconsin-Parkside",-87.855407,42.646074
"4303","Herzing University-Madison",-89.291617,43.143622
"4304","University of Wisconsin-Stout",-91.929461,44.88861
"4305","University of Wisconsin-Superior",-92.089039,46.717548
"4306","University of Wisconsin-System Administration",-89.406709,43.075103
"4307","University of Wisconsin-Madison",-89.405356,43.073858
"4308","University of Wisconsin-Milwaukee",-87.880488,43.076848
"4309","University of Wisconsin-Platteville",-90.492709,42.733936
"4310","University of Wisconsin-River Falls",-92.625316,44.852647
"4311","University of Wisconsin-Stevens Point",-89.570934,44.529582
"4312","Casper College",-106.327007,42.830517
"4313","Central Wyoming College",-108.42701,43.030492
"4314","Eastern Wyoming College",-104.190823,42.079354
"4315","Laramie County Community College",-104.780973,41.103874
"4316","Northwest College",-108.761728,44.760176
"4317","Sheridan College",-106.942374,44.764467
"4318","Western Wyoming Community College",-109.237126,41.590964
"4319","Cheeks International Academy of Beauty Culture-Cheyenne",-104.816671,41.13418
"4320","Wyotech-Laramie",-105.590547,41.339618
"4321","University of Wyoming",-105.57204,41.311943
"4322","American Samoa Community College",-170.742728,-14.322587
"4323","Guam Community College",144.808944,13.440649
"4324","University of Guam",-2e-06,2e-06
"4325","Northern Marianas College",145.721733,15.152247
"4326","Institute of Beauty Careers",-66.720979,18.468611
"4327","Educational Technical College-Recinto de Bayamon",-66.159092,18.395254
"4328","American University of Puerto Rico",-66.18678,18.406139
"4329","American University of Puerto Rico",-66.478655,18.434072
"4330","American Educational College",-66.146866,18.396942
"4331","Antilles School of Technical Careers",-66.058809,18.437921
"4332","Universidad Adventista de las Antillas",-67.112632,18.205329
"4333","Atlantic University College",-66.111714,18.357395
"4334","Universidad Central de Bayamon",-66.181496,18.400541
"4335","Columbia Central University-Caguas",-66.028097,18.2263
"4336","Carlos Albizu University-San Juan",-66.114273,18.466435
"4337","Caribbean University-Bayamon",-66.158703,18.400074
"4338","Caribbean University-Carolina",-65.95765,18.38746
"4339","Pontifical Catholic University of Puerto Rico-Arecibo",-66.679114,18.446006
"4340","Pontifical Catholic University of Puerto Rico-Ponce",-66.61763,18.000652
"4341","Centro de Estudios Multidisciplinarios-San Juan",-66.010873,18.39031
"4342","Universidad Teologica del Caribe",-66.014483,18.370604
"4343","Colegio Universitario de San Juan",-66.066529,18.428528
"4344","Universidad Metropolitana",-66.061042,18.386652
"4345","Puerto Rico Conservatory of Music",-66.068376,18.4206
"4346","Center for Advanced Studies On Puerto Rico and the Caribbean",-66.118261,18.46589
"4347","EDP University of Puerto Rico Inc-San Sebastian",-66.990909,18.334858
"4348","Emma's Beauty Academy-Mayaguez",-67.140997,18.199825
"4349","Escuela de Artes Plasticas de Puerto Rico",-66.111462,18.467401
"4350","Instituto Tecnologico de Puerto Rico-Recinto de Manati",-66.457032,18.4394
"4351","Sistema Universitario Ana G Mendez",-66.061042,18.386652
"4352","Huertas College",-66.031484,18.219116
"4353","Humacao Community College",-65.826368,18.148339
"4354","ICPR Junior College-Arecibo",-66.758263,18.475297
"4355","ICPR Junior College-Mayaguez",-67.141966,18.201649
"4356","Instituto de Educacion Tecnica Ocupacional La Reine-Manati",-66.490994,18.429557
"4357","Hispanic American College",-66.003107,18.224421
"4358","Instituto de Banca y Comercio Inc",-66.113889,18.391708
"4359","Instituto Tecnologico de Puerto Rico-Recinto de Guayama",-66.106561,17.976065
"4360","Instituto Tecnologico de Puerto Rico-Recinto de Ponce",-66.629202,17.998197
"4361","Instituto Tecnologico de Puerto Rico-Recinto de San Juan",-66.016987,18.412234
"4362","Inter American University of Puerto Rico-San German",-67.053808,18.083957
"4363","Inter American University of Puerto Rico-Aguadilla",-67.121671,18.467886
"4364","Inter American University of Puerto Rico-Arecibo",-66.719731,18.47239
"4365","Inter American University of Puerto Rico-Barranquitas",-66.309861,18.184782
"4366","Inter American University of Puerto Rico-Metro",-66.05546,18.376587
"4367","Inter American University of Puerto Rico-Ponce",-66.578498,18.007388
"4368","Inter American University of Puerto Rico-Central Office",-66.069599,18.404214
"4369","Inter American University of Puerto Rico-Fajardo",-65.651438,18.327687
"4370","Inter American University of Puerto Rico-Guayama",-66.113151,17.9852
"4371","Inter American University of Puerto Rico-Bayamon",-66.193259,18.348292
"4372","Inter American University of Puerto Rico-School of Law",-66.072656,18.428145
"4373","International Technical College",-66.057312,18.416999
"4374","Liceo de Arte y Tecnologia",-66.056421,18.421013
"4375","MBTI Business Training Institute",-66.073372,18.450225
"4376","Modern Hairstyling Institute-Bayamon",-66.156474,18.399209
"4377","Modern Hairstyling Institute-Arecibo",-66.719973,18.469986
"4378","National University College-Bayamon",-66.149,18.393027
"4379","National University College-Arecibo",-66.719512,18.474217
"4380","Ponce Paramedical College Inc",-66.592626,18.017137
"4381","Ponce School of Medicine and Health Sciences",-66.620343,17.993242
"4382","University of Puerto Rico-Aguadilla",-67.13793,18.498652
"4383","University of Puerto Rico-Arecibo",-66.74114,18.469199
"4384","University of Puerto Rico-Bayamon",-66.143541,18.371398
"4385","University of Puerto Rico-Carolina",-65.989694,18.391471
"4386","University of Puerto Rico-Cayey",-66.163146,18.117232
"4387","University of Puerto Rico-Central Administration",-66.070015,18.380864
"4388","University of Puerto Rico-Humacao",-65.827292,18.150236
"4389","University of Puerto Rico-Utuado",-66.72228,18.266183
"4390","University of Puerto Rico-Mayaguez",-67.143911,18.212964
"4391","University of Puerto Rico-Medical Sciences",-66.051774,18.408675
"4392","University of Puerto Rico-Ponce",-66.606215,17.993314
"4393","University of Puerto Rico-Rio Piedras",-66.045875,18.403027
"4394","Universidad Del Este",-65.983422,18.415027
"4395","Ryder Memorial School for Practical Nursing",-65.827753,18.150767
"4396","Rogies School of Beauty Culture",-66.072214,18.449162
"4397","Universidad del Sagrado Corazon",-66.075103,18.440592
"4398","Seminario Evangelico de Puerto Rico",-66.050221,18.407248
"4399","Universidad Central Del Caribe",-66.154522,18.367405
"4400","Universidad Politecnica de Puerto Rico",-66.055398,18.422503
"4401","Pontifical Catholic University of Puerto Rico-Mayaguez",-67.142299,18.202052
"4402","Universidad Del Turabo",-66.006259,18.239647
"4403","College of Micronesia-FSM",158.209231,6.95525
"4404","Palau Community College",134.474043,7.342913
"4405","University of the Virgin Islands",-64.972866,18.344193
"4406","Stanford University",-122.182212,37.431746
"4407","Purdue University-Main Campus",-86.914435,40.428206
"4408","Blue Hills Regional Technical School",-71.103893,42.181648
"4409","Parker University",-96.893572,32.880341
"4410","EDP Univeristy of Puerto Rico Inc-San Juan",-66.055403,18.415375
"4411","ICPR Junior College-General Institutional",-66.056996,18.415772
"4412","ITT Technical Institute-Sylmar",-118.474121,34.299474
"4413","ITT Technical Institute-Westminster",-105.049091,39.85278
"4414","Widener University-Delaware Campus",-75.548908,39.816493
"4415","City College-Fort Lauderdale",-80.17007,26.18748
"4416","Meridian College",-82.425309,27.380724
"4417","Georgia Perimeter College",-84.275037,33.688584
"4418","Georgia Piedmont Technical College",-84.234504,33.789898
"4419","Toni & Guy Hairdressing Academy-Coeur D Alene",-116.793231,47.70605
"4420","Cortiva Institute-Chicago",-87.627383,41.882431
"4421","ETI School of Skilled Trades",-87.935784,41.747966
"4422","Lincoln College of Technology-Florence",-84.653126,38.98768
"4423","Trend Setters' Academy of Beauty Culture-Elizabethtown",-85.882526,37.703008
"4424","Traxlers School of Hair",-90.261855,32.267776
"4425","Infinity Career College",-89.533147,32.737649
"4426","Vatterott College-Berkeley",-90.311898,38.721992
"4427","Metro Business College-Rolla",-91.755012,37.93845
"4428","Metro Business College-Jefferson City",-92.250241,38.58864
"4429","Warren County Community College",-75.005977,40.752353
"4430","St. John's College",-105.912226,35.666789
"4431","Yeshiva and Kollel Harbotzas Torah",-73.960994,40.624029
"4432","Bais Medrash Elyon",-74.06923,41.113974
"4433","Antioch University-Los Angeles",-118.384651,33.98764
"4434","Antioch University-Santa Barbara",-119.695655,34.418961
"4435","Antioch University-New England",-72.293798,42.932344
"4436","Antioch University-Seattle",-122.342647,47.61696
"4437","Antioch University-Midwest",-83.892094,39.795828
"4438","Mid-America Christian University",-97.578297,35.347785
"4439","Platt College-Tulsa",-95.907011,36.107931
"4440","Ponca City Beauty College",-97.076898,36.703852
"4441","Francis Tuttle Technology Center",-97.640672,35.60052
"4442","Career Point College",-95.853268,36.117167
"4443","Central Technology Center",-96.585322,35.994261
"4444","Carrington College-Portland",-122.653583,45.532356
"4445","Career Technology Center of Lackawanna County",-75.652477,41.452849
"4446","Kaplan College-Nashville",-86.701519,36.142966
"4447","Kaplan College-El Paso",-106.327868,31.737748
"4448","Houston Graduate School of Theology",-95.446838,29.673347
"4449","Palo Alto College",-98.546713,29.322925
"4450","Sebring Career Schools-Huntsville",-95.547073,30.708909
"4451","University of Cosmetology Arts & Sciences-San Antonio Perrin",-98.412979,29.543796
"4452","Central Texas Beauty College-Round Rock",-97.689509,30.519173
"4453","Empire Beauty School-Manitowoc",-87.671833,44.088358
"4454","Unification Theological Seminary",-73.922774,42.005744
"4455","Athens Technical College",-83.339598,33.990183
"4456","Maricopa Skill Center",-112.054739,33.435722
"4457","Carrington College-San Leandro",-122.125819,37.701216
"4458","Headmasters School of Hair Design",-117.024897,46.420776
"4459","Razzle Dazzle College of Hair Design Inc",-116.563413,43.567768
"4460","Beckfield College-Florence",-84.641475,39.017166
"4461","University of Louisiana-System Administration",-91.188679,30.459815
"4462","Dorsey Business Schools-Wayne",-83.381835,42.280701
"4463","Ecumenical Theological Seminary",-83.055551,42.34395
"4464","Ross Medical Education Center-Saginaw",-83.976697,43.466206
"4465","Sussex County Community College",-74.758079,41.067633
"4466","Landmark College",-72.512549,42.977172
"4467","National American University-Independence",-94.359588,39.051637
"4468","Mississippi Community College Board",-90.144935,32.338455
"4469","Yeshiva Gedolah of Greater Detroit",-83.200754,42.471924
"4470","Austin Graduate School of Theology",-97.711706,30.343788
"4471","Collin County Community College District",-96.63894,33.16241
"4472","Owensboro Community and Technical College",-87.082995,37.717317
"4473","Heads West Kentucky Beauty College",-87.499633,37.344853
"4474","Jenny Lea Academy of Cosmetology",-82.839537,37.12243
"4475","Empire Beauty School-Hurstborne",-85.604717,38.166431
"4476","Southeast School of Cosmetology",-83.771098,37.13934
"4477","Cloyd's Beauty School 3 Inc",-92.080918,32.532708
"4478","Moore Norman Technology Center",-97.457319,35.274434
"4479","Fayette County Career & Technical Institute Practical Nursing Program",-79.741718,39.860976
"4480","Franklin County Career and Technology Center",-77.687718,39.898369
"4481","Paul Mitchell the School-Knoxville",-84.058266,35.923261
"4482","Ogle School Hair Skin Nails-Hurst",-97.201543,32.821696
"4483","Coastal Pines Technical College",-82.3821,31.212781
"4484","Fashion Institute of Design & Merchandising-San Diego",-117.155134,32.708895
"4485","National American University-Albuquerque",-106.591249,35.101938
"4486","Tennessee College of Applied Technology-Nashville",-86.856335,36.132649
"4487","ECPI University",-76.178775,36.842533
"4488","Ms Robert's Academy of Beauty Culture-Villa Park",-87.978107,41.883413
"4489","Branford Hall Career Institute-Jersey City",-74.086457,40.708766
"4490","Paul Mitchell the School-Houston",-95.558901,29.78639
"4491","TDDS Technical Institute",-80.957782,41.115282
"4492","Fortis Institute-Forty Fort",-75.882975,41.281911
"4493","Laurel Business Institute",-79.686482,39.924745
"4494","Antonelli Medical and Professional Institute",-75.617411,40.2347
"4495","Aviation Institute of Maintenance-Philadelphia",-75.012888,40.072299
"4496","Sanford-Brown Institute-Trevose",-74.965468,40.13696
"4497","Fortis Institute-Mulberry",-81.986011,27.937199
"4498","Carrington College-Westside",-112.117751,33.52331
"4499","Dorsey Business Schools-Roseville",-82.915964,42.528654
"4500","Moler-Pickens Beauty Academy",-84.499618,39.317375
"4501","Red River Technology Center",-97.990494,34.491121
"4502","Kaplan Career Institute-Harrisburg",-76.79169,40.262406
"4503","ITT Technical Institute-Newburgh",-87.449341,37.979811
"4504","Southern Union State Community College",-85.57345,33.128448
"4505","South University-Columbia",-80.961839,34.098042
"4506","Everest University-Brandon",-82.35034,27.980447
"4507","Clinton Technical School",-93.7687,38.363787
"4508","Consolidated School of Business-Lancaster",-76.361945,40.042607
"4509","Greene County Career and Technology Center",-80.15002,39.895622
"4510","Lac Courte Oreilles Ojibwa Community College",-91.363574,45.941852
"4511","University of Wisconsin Extension",-89.397419,43.07384
"4512","Diesel Driving Academy-Shreveport",-93.794921,32.47616
"4513","Pima Medical Institute-Mesa",-111.874242,33.39683
"4514","Platt College-Los Angeles",-118.151838,34.081813
"4515","Platt College-Aurora",-104.854864,39.660664
"4516","Kaplan University-Davenport Campus",-90.550682,41.555024
"4517","Kaplan University-Cedar Falls Campus",-92.448419,42.474593
"4518","Paul Mitchell the School-Boise",-116.286058,43.594479
"4519","Christian Life College",-87.930934,42.074096
"4520","Knowledge Systems Institute",-87.714601,42.033757
"4521","Educators of Beauty College of Cosmetology-Rockford",-88.998211,42.29885
"4522","ITT Technical Institute-Arlington Heights",-88.006221,42.14508
"4523","Northwestern College-Southwestern Campus",-87.819485,41.733553
"4524","Tulsa Technology Center-Lemley Campus",-95.888105,36.112649
"4525","Tulsa Technology Center-Riverside Campus",-95.982632,36.033552
"4526","Tulsa Technology Center-Broken Arrow Campus",-95.833117,36.002853
"4527","Douglas J Aveda Institute",-84.48049,42.735042
"4528","ITT Technical Institute-Troy",-83.117242,42.562582
"4529","Ross Medical Education Center-Brighton",-83.798085,42.544378
"4530","Ross Medical Education Center-Ann Arbor",-83.667045,42.253094
"4531","Taylortown School of Beauty Inc",-83.25932,42.255736
"4532","Pike-Lincoln Technical Center",-91.020347,39.246069
"4533","Pennsylvania Institute of Health and Technology",-79.645935,39.945486
"4534","Skyline College-Roanoke",-79.959442,37.319719
"4535","Bethel Seminary-San Diego",-117.066378,32.765189
"4536","St Charles Community College",-90.640147,38.760425
"4537","Brandman University",-117.768624,33.655684
"4538","New College of Florida",-82.55858,27.384925
"4539","Montana Bible College",-111.063321,45.65582
"4540","Arizona Academy of Beauty-North",-110.978064,32.28066
"4541","Empire Beauty School-Prescott",-112.473817,34.540805
"4542","Le Cordon Bleu College of Culinary Arts-Scottsdale",-111.90647,33.502546
"4543","Conservatory of Recording Arts and Sciences",-111.889544,33.407853
"4544","Adrian's College of Beauty Turlock",-120.863441,37.492628
"4545","California Career School",-117.906418,33.819073
"4546","San Joaquin Valley College-Fresno",-119.78345,36.830132
"4547","Rolf Institute of Structural Integration",-105.203071,40.06632
"4548","Heritage College-Denver",-105.059221,39.782556
"4549","Empire Beauty School-Highland",-85.722659,38.239623
"4550","Sunstate Academy",-81.868291,26.595777
"4551","Elizabeth Grady School of Esthetics and Massage Therapy",-71.126566,42.415599
"4552","Ross Medical Education Center-Port Huron",-82.447609,43.015077
"4553","Capri Institute of Hair Design-Clifton",-74.150342,40.887599
"4554","Raphael's School of Beauty Culture Inc-Alliance",-81.152086,40.902642
"4555","Metro Technology Centers",-97.478182,35.512549
"4556","Heald College-Roseville",-121.264779,38.754587
"4557","Daymar College-Bowling Green",-86.475007,36.964788
"4558","Everest College-Everett",-122.220176,47.909321
"4559","Luna Community College",-105.257628,35.622401
"4560","Grabber School of Hair Design",-90.390991,38.55748
"4561","Yeshivah Gedolah Rabbinical College",-80.141029,25.782409
"4562","University of the District of Columbia-David A Clarke School of Law",-77.065221,38.94621
"4563","Raphael's School of Beauty Culture Inc-Brunswick",-81.804457,41.240193
"4564","Caribbean University-Ponce",-66.614615,18.012811
"4565","Caribbean University-Vega Baja",-66.403121,18.444882
"4566","University of Advancing Technology",-111.976087,33.377712
"4567","Paradise Valley Community College",-112.009865,33.652135
"4568","Chandler-Gilbert Community College",-111.795922,33.293897
"4569","St John's Hospital School of Clinical Lab Science",-89.644576,39.804756
"4570","Madison Media Institute",-89.293742,43.059295
"4571","Sanford-Brown Institute-White Plains",-73.745206,41.027865
"4572","Sanford-Brown Institute-Garden City",-73.608238,40.733453
"4573","Great Plains Technology Center",-98.447017,34.593953
"4574","Roane-Jackson Technical Center",-81.5611,38.82209
"4575","Total Cosmetology Training Center",-117.391778,47.715686
"4576","Iverson Business School",-97.092482,32.758553
"4577","Lawrence County Career and Technical Center-Practical Nursing Program",-80.330956,40.975899
"4578","Pioneer Technology Center",-97.093516,36.72772
"4579","Portage Lakes Career Center",-81.472008,40.943122
"4580","Eastern College of Health Vocations-New Orleans",-90.181626,29.943613
"4581","Bell Mar Beauty College",-87.767083,41.850669
"4582","Cannella School of Hair Design-Chicago",-87.732314,41.909626
"4583","Caddo Kiowa Technology Center",-98.44242,35.09512
"4584","Kaplan College-San Antonio-San Pedro",-98.497103,29.512822
"4585","Oswego County BOCES",-76.259308,43.457841
"4586","Le Cordon Bleu College of Culinary Arts-Austin",-97.7217,30.40077
"4587","The Art Institute of New York City",-73.988484,40.754975
"4588","Paris II Educational Center",-94.576139,39.218433
"4589","International School of Skin Nailcare & Massage Therapy",-84.378337,33.906213
"4590","Palomar Institute of Cosmetology",-117.188529,33.136352
"4591","Southern Oklahoma Technology Center",-97.083164,34.185397
"4592","Vista College",-106.411961,31.786918
"4593","Autry Technology Center",-97.89719,36.419122
"4594","Greene County Vocational School District",-83.946096,39.769591
"4595","Canadian Valley Technology Center",-97.881967,35.509208
"4596","Wilkes-Barre Area Career and Technical Center Practical Nursing",-75.810121,41.262154
"4597","Mayo Graduate School",-92.466919,44.020617
"4598","American Beauty Institute",-95.764739,34.947809
"4599","Meridian Technology Center",-97.108414,36.106981
"4600","Waynesville Career Center",-92.213802,37.817383
"4601","Connecticut Institute of Hair Design",-72.9558,41.555644
"4602","Capitol School of Hairstyling and Esthetics",-96.082351,41.20965
"4603","Morris County Vocational School District",-74.479263,40.877531
"4604","Ross Medical Education Center-Roosevelt Park",-86.266824,43.19252
"4605","Ross Medical Education Center-Kentwood",-85.606205,42.881117
"4606","South Florida Bible College and Theological Seminary",-80.092381,26.30354
"4607","Cloyd's Barber School 2 Inc",-92.091773,32.484321
"4608","Universal Technical Institute of Illinois Inc",-88.104164,41.807963
"4609","Pennsylvania College of Technology",-77.0265,41.2369
"4610","Commonwealth Institute of Funeral Service",-95.43016,29.98955
"4611","Delta College of Arts & Technology",-91.113841,30.463619
"4612","InterCoast Colleges-Orange",-117.893486,33.789372
"4613","Stone Child College",-109.868119,48.300808
"4614","New York Academy of Art",-74.006019,40.718388
"4615","Suffolk County Community College",-73.056165,40.848963
"4616","Las Positas College",-121.804948,37.709623
"4617","Blades School of Hair Design",-76.484661,38.288782
"4618","Altamaha Technical College",-81.910117,31.621824
"4619","Ogeechee Technical College",-81.818517,32.395767
"4620","Remington College-Mobile Campus",-88.145035,30.671139
"4621","Everest College-Aurora",-104.822034,39.681237
"4622","Southern Technical College",-81.877223,26.595795
"4623","Mercy-St Luke's School of Radiologic Technology",-91.660609,41.985552
"4624","ITT Technical Institute-Norwood",-71.188334,42.200054
"4625","Southwest Acupuncture College-Santa Fe",-105.949973,35.661847
"4626","Northwest Technology Center-Alva",-98.675711,36.786733
"4627","Mercer County Career Center",-80.248614,41.250851
"4628","ITT Technical Institute-Knoxville",-84.088611,35.92112
"4629","ITT Technical Institute-Austin",-97.698972,30.322895
"4630","ITT Technical Institute-Houston North",-95.426431,29.994458
"4631","California State University-San Marcos",-117.158013,33.129115
"4632","Argosy University-Hawaii",-157.860916,21.308026
"4633","Baptist Theological Seminary at Richmond",-77.468551,37.63259
"4634","Kaplan College-Modesto",-121.087326,37.713665
"4635","Kaplan University-Des Moines Campus",-93.779589,41.64516
"4636","Hairmasters Institute of Cosmetology",-88.979416,40.474666
"4637","Hair Arts Academy",-86.534746,39.181124
"4638","Pinnacle Career Institute-Lawrence",-95.254988,38.94165
"4639","Interactive College of Technology-Newport",-84.478501,39.086298
"4640","Career Technical College-Monroe",-92.10098,32.524328
"4641","Empire Beauty School-Lowell",-71.308847,42.642426
"4642","Ross Medical Education Center-Taylor",-83.251149,42.197923
"4643","McNally Smith College of Music",-93.097556,44.949678
"4644","Allied Health Careers",-97.839328,30.237691
"4645","National Tractor Trailer School Inc-Liverpool",-76.195097,43.14248
"4646","Interactive College of Technology",-95.500467,29.719295
"4647","Star Career Academy–Brick",-74.14461,40.030965
"4648","New Castle Beauty Academy",-80.34192,40.999293
"4649","NorthWest Arkansas Community College",-94.17289,36.357704
"4650","Madera Beauty College",-120.057761,36.951505
"4651","Colorado Heights University",-105.028197,39.661853
"4652","Brewster Technical Center",-82.461722,27.96373
"4653","Hodges University",-81.741241,26.277222
"4654","Everest University-Lakeland",-81.945888,28.052908
"4655","Argosy University-Atlanta",-84.356001,33.92006
"4656","University of St Augustine for Health Sciences",-117.166101,33.15173
"4657","Capital Area School of Practical Nursing",-89.626262,39.718311
"4658","Hair Professionals Career College",-87.816606,41.701408
"4659","Alexandria School of Scientific Therapeutics",-85.674191,40.255464
"4660","Empire Beauty School-Bloomfield",-74.198658,40.795445
"4661","Southwest Technology Center",-99.341161,34.668194
"4662","Western Area Career & Technology Center",-80.246117,40.254722
"4663","Daymar Institute-Clarksville",-87.314039,36.584008
"4664","Nossi College of Art",-86.738511,36.24333
"4665","Seguin Beauty School-New Braunfels",-98.12595,29.701875
"4666","ITT Technical Institute-Norfolk",-76.218211,36.87995
"4667","Pima Medical Institute-Seattle",-122.325788,47.699363
"4668","Mineral County Vocational Technical Center",-78.98828,39.42728
"4669","Hypnosis Motivation Institute",-118.538932,34.170344
"4670","Los Angeles ORT College-Los Angeles Campus",-118.369383,34.063876
"4671","Everest College-West Los Angeles",-118.389485,34.032458
"4672","Thanh Le College School of Cosmetology",-117.908197,33.788899
"4673","Southeastern Technical College",-82.365827,32.20393
"4674","Massachusetts School of Law",-71.20203,42.688042
"4675","ITT Technical Institute-Albuquerque",-106.59258,35.164904
"4676","Community Services Division-Alliance City",-81.111941,40.9268
"4677","Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando",-81.409713,28.424285
"4678","D G Erwin Technical Center",-82.435933,27.997242
"4679","Rosel School of Cosmetology",-87.691288,41.997731
"4680","Worsham College of Mortuary Science",-87.927644,42.147754
"4681","Bryan University",-93.247901,37.13528
"4682","Oregon College of Oriental Medicine",-122.671124,45.523919
"4683","Central Pennsylvania Institute of Science and Technology",-77.740423,40.882223
"4684","Northwest Educational Center",-95.473166,29.814255
"4685","Sebring Career Schools-Houston",-95.645773,29.704744
"4686","PCI Health Training Center",-96.876324,32.820076
"4687","Windham Memorial Hospital-Radiologic Technology Program",-72.225996,41.71754
"4688","Bethel Seminary of the East",-76.859041,38.93445
"4689","Miami-Jacobs Career College-Columbus",-82.996903,39.964155
"4690","Bryant & Stratton College-Eastlake",-81.43532,41.639256
"4691","Hamrick School",-81.728742,41.135812
"4692","Alabama State College of Barber Styling",-86.809871,33.64351
"4693","Fortis College-Mobile",-88.205433,30.684905
"4694","Arkansas Beauty School",-92.44029,35.093082
"4695","Everest College-Ontario",-117.558954,34.046799
"4696","Downey Adult School",-118.116635,33.919599
"4697","Heald College-Stockton",-121.288042,38.00361
