"","College","Longitude","Latitude"
"561","Concorde Career College-Garden Grove",-117.938395,33.774741
"562","Southwestern College",-116.997215,32.641567
"563","St John's Seminary",-119.001395,34.244034
"564","Starr King School for Ministry",-122.261778,37.876939
"565","State Center Community College District",-119.792755,36.768865
"566","Marshall B Ketchum University",-117.886158,33.889819
"567","Southern California Institute of Architecture",-118.232703,34.04365
"568","University of Southern California",-118.283858,34.021058
"569","Southwestern Law School",-118.288375,34.061558
"570","Taft College",-119.459751,35.149343
"571","Claremont School of Theology",-117.715256,34.107602
"572","Thomas Aquinas College",-119.087141,34.429009
"573","Marinello Schools of Beauty-Lake Forest",-117.704674,33.61932
"574","Epic Bible College",-121.362311,38.64491
"575","University of California-System Administration Central Office",-122.27134,37.802222
"576","United Education Institute-Huntington Park Campus",-118.226206,33.986057
"577","Concorde Career College-San Bernardino",-117.28398,34.06722
"578","Universal College of Beauty Inc-Los Angeles 1",-118.292148,33.959435
"579","Concorde Career College-North Hollywood",-118.403755,34.186464
"580","Ventura County Community College System Office",-119.230607,34.277246
"581","Ventura College",-119.230659,34.277035
"582","The Santa Barbara and Ventura Colleges of Law-Ventura",-119.233149,34.257282
"583","Victor Valley Beauty College Inc",-117.303918,34.528578
"584","Victor Valley College",-117.261456,34.472231
"585","Berkeley City College",-122.269793,37.87047
"586","West Valley Mission Community College District Office",-122.011079,37.262847
"587","Walden University",-93.265731,44.98137
"588","Waynes College of Beauty",-121.652311,36.70055
"589","West Hills College-Coalinga",-120.356747,36.147891
"590","West Los Angeles College",-118.387578,34.005578
"591","West Valley College",-122.009701,37.263133
"592","Carrington College-Sacramento",-121.36892,38.561777
"593","Westminster Theological Seminary in California",-117.046371,33.121447
"594","Westmont College",-119.661932,34.449265
"595","Whittier College",-118.028402,33.977625
"596","Woodbury University",-118.340692,34.209226
"597","The Wright Institute",-122.253168,37.868221
"598","Western State College of Law at Argosy University",-117.890274,33.880672
"599","Thomas Jefferson School of Law",-117.154191,32.71013
"600","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary",-118.346688,34.085494
"601","Yosemite Community College District Office",-121.040011,37.661041
"602","Yuba College",-121.539316,39.125995
"603","The Salon Professional Academy-Grand Junction",-108.564961,39.07799
"604","Adams State University",-105.880943,37.477238
"605","Aims Community College",-104.764335,40.409037
"606","Arapahoe Community College",-105.018631,39.607505
"607","Bel-Rea Institute of Animal Technology",-104.875292,39.686066
"608","Everest College-Colorado Springs",-104.740267,38.807095
"609","University of Colorado Denver",-104.999181,39.74603
"610","University of Colorado Colorado Springs",-104.800296,38.892735
"611","Redstone College",-105.119096,39.914822
"612","University of Colorado Boulder",-105.267061,40.004415
"613","Colorado Christian University",-105.094836,39.711701
"614","Colorado College",-104.82422,38.84657
"615","Concorde Career College-Aurora",-104.867089,39.718699
"616","The Art Institute of Colorado",-104.985847,39.735587
"617","Colorado Mountain College",-107.324391,39.54636
"618","Colorado Northwestern Community College",-108.790296,40.080745
"619","Colorado School of Mines",-105.227148,39.75079
"620","Colorado School of Trades",-105.103945,39.741009
"621","Colorado State University-Fort Collins",-105.08083,40.574759
"622","Colorado Technical University-Colorado Springs",-104.833928,38.894265
"623","Empire Beauty School-Lakewood",-105.082104,39.722781
"624","Community College of Aurora",-104.801861,39.717767
"625","CollegeAmerica-Denver",-104.94118,39.691571
"626","Delta Montrose Technical College",-108.031072,38.702524
"627","Prince Institute-Rocky Mountains",-105.065051,39.859891
"628","Community College of Denver",-105.003007,39.74142
"629","Lincoln College of Technology-Denver",-104.856171,39.77651
"630","Denver Seminary",-105.022363,39.600595
"631","Westwood College-Denver North",-104.986386,39.830429
"632","University of Denver",-104.964625,39.695954
"633","Emily Griffith Technical College",-104.986076,39.745749
"634","Fort Lewis College",-107.867003,37.275428
"635","Front Range Community College",-105.039359,39.901757
"636","Glenwood Beauty Academy",-107.359099,39.561947
"637","Hair Dynamics Education Center",-105.076492,40.497241
"638","Iliff School of Theology",-104.960647,39.677461
"639","International Salon and Spa Academy",-104.786252,38.913621
"640","Lamar Community College",-102.615612,38.058067
"641","Colorado Mesa University",-108.540281,39.076354
"642","Metropolitan State University of Denver",-105.002391,39.742248
"643","Morgan Community College",-103.771822,40.258792
"644","Naropa University",-105.267073,40.014816
"645","National American University-Colorado Springs",-104.790571,38.95208
"646","National American University-Denver",-104.941649,39.691953
"647","Nazarene Bible College",-104.751124,38.814124
"648","Northeastern Junior College",-103.197536,40.636879
"649","University of Northern Colorado",-104.701721,40.403178
"650","Otero Junior College",-103.544779,37.971184
"651","Everest College-Thornton",-104.985441,39.86156
"652","Pikes Peak Community College",-104.787261,38.764287
"653","Intellitec Medical Institute",-104.814201,38.93097
"654","Pueblo Community College",-104.636396,38.263458
"655","Red Rocks Community College",-105.150094,39.720277
"656","Regis University",-105.031385,39.78976
"657","Rocky Mountain College of Art and Design",-105.069911,39.74332
"658","Montessori Education Center of the Rockies",-105.25311,39.96504
"659","Colorado State University-Pueblo",-104.579846,38.309219
"660","Pickens Technical College",-104.78998,39.723527
"661","Intellitec College-Colorado Springs",-104.78721,38.832183
"662","Intellitec College-Grand Junction",-108.53062,39.116346
"663","Trinidad State Junior College",-104.512184,37.172939
"664","University of Colorado System Office",-104.983277,39.74521
"665","United States Air Force Academy",-104.889893,39.011115
"666","Empire Beauty School-Thornton",-104.943533,39.914863
"667","Western State Colorado University",-106.91971,38.547421
"668","Yeshiva Toras Chaim Talmudical Seminary",-105.043282,39.741781
"669","Albertus Magnus College",-72.923848,41.332519
"670","Paul Mitchell the School-Danbury",-73.451841,41.39648
"671","Asnuntuck Community College",-72.570177,41.998409
"672","Bais Binyomin Academy",-73.534604,41.059922
"673","Branford Hall Career Institute-Branford Campus",-72.848201,41.278557
"674","Lincoln College of New England-Southington",-72.920217,41.632345
"675","Bridgeport Hospital School of Nursing",-73.165185,41.189413
"676","University of Bridgeport",-73.189352,41.165587
"677","Central Connecticut State University",-72.770094,41.690258
"678","Charter Oak State College",-72.767972,41.688246
"679","Connecticut Center for Massage Therapy-Newington",-72.710705,41.685072
"680","Connecticut College",-72.107321,41.379833
"681","Marinello Schools of Beauty-East Hartford",-72.642363,41.771184
"682","Porter and Chester Institute of Branford",-72.854898,41.277311
"683","University of Connecticut",-72.249519,41.808205
"684","Goodwin College",-72.6403,41.74405
"685","Lincoln Technical Institute-East Windsor",-72.596915,41.924248
"686","Eastern Connecticut State University",-72.218753,41.721673
"687","Fairfield University",-73.25778,41.160732
"688","Paul Mitchell the School-North Haven",-72.85745,41.394495
"689","Capital Community College",-72.672734,41.768397
"690","Rensselaer Hartford Graduate Center Inc",-72.673916,41.773462
"691","Fox Institute of Business-West Hartford",-72.725762,41.727016
"692","Hartford Seminary",-72.707766,41.769861
"693","University of Hartford",-72.714965,41.796485
"694","Holy Apostles College and Seminary",-72.647853,41.60682
"695","Housatonic Community College",-73.191003,41.175228
"696","Sanford-Brown College-Farmington",-72.795559,41.73539
"697","Lyme Academy College of Fine Arts",-72.329397,41.322826
"698","Manchester Community College",-72.562577,41.760484
"699","Naugatuck Valley Community College",-73.071209,41.549564
"700","Middlesex Community College",-72.611838,41.539516
"701","Mitchell College",-72.095337,41.328075
"702","Three Rivers Community College",-72.103039,41.509945
"703","Lincoln Technical Institute-New Britain",-72.754498,41.659236
"704","New England Tractor Trailer Training School of Connecticut",-72.451739,41.978355
"705","University of New Haven",-72.961472,41.291314
"706","Ridley-Lowell Business & Technical Institute-New London",-72.100514,41.349947
"707","Norwalk Community College",-73.450965,41.102574
"708","Northwestern Connecticut Community College",-73.059291,41.920982
"709","Paier College of Art Inc",-72.935048,41.347714
"710","Marinello Schools of Beauty-Meriden",-72.763231,41.524385
"711","Porter and Chester Institute of Stratford",-73.149023,41.169646
"712","Post University",-73.080525,41.535334
"713","Quinebaug Valley Community College",-71.889673,41.82623
"714","Quinnipiac University",-72.895542,41.419527
"715","Sacred Heart University",-73.24461,41.221548
"716","University of Saint Joseph",-72.730489,41.783028
"717","Gateway Community College",-72.927501,41.30449
"718","St Vincent's College",-73.201106,41.201198
"719","Southern Connecticut State University",-72.948806,41.331852
"720","Stone Academy-Hamden",-72.977151,41.26774
"721","Tri-State College of Acupuncture",-74.002085,40.739862
"722","Trinity College",-72.688684,41.746746
"723","Tunxis Community College",-72.87754,41.705498
"724","United States Coast Guard Academy",-72.098839,41.370261
"725","Wesleyan University",-72.656755,41.55678
"726","Western Connecticut State University",-73.444264,41.400365
"727","Yale-New Haven Hospital Dietetic Internship",-72.935579,41.304214
"728","Yale University",-72.926688,41.311158
"729","Margaret H Rollins School of Nursing at Beebe Medical Center",-75.142425,38.771265
"730","Dawn Career Institute Inc",-75.594268,39.754694
"731","Delaware Technical Community College-Central Office",-75.562873,39.198144
"732","Delaware Technical Community College-Owens",-75.40752,38.697344
"733","Delaware Technical Community College-Terry",-75.56012,39.198371
"734","Delaware Technical Community College-Stanton/Wilmington",-75.552162,39.740259
"735","Delaware State University",-75.54053,39.187173
"736","University of Delaware",-75.7536,39.679791
"737","Goldey-Beacom College",-75.694018,39.742464
"738","Schilling-Douglas School of Hair Design LLC",-75.74195,39.711223
"739","Wesley College",-75.527377,39.16325
"740","Wilmington University",-75.586998,39.682299
"741","American University",-77.090106,38.937802
"742","Catholic University of America",-76.998961,38.935796
"743","Corcoran College of Art and Design",-77.039812,38.895757
"744","University of the District of Columbia",-77.066247,38.943819
"745","Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies",-76.998806,38.931427
"746","Gallaudet University",-76.993675,38.907371
"747","George Washington University",-77.047871,38.89865
"748","Georgetown University",-77.073463,38.908809
"749","Howard University",-77.019478,38.920739
"750","Medtech Institute",-77.171071,38.86972
"751","Strayer University-District of Columbia",-77.034349,38.904851
"752","National Conservatory of Dramatic Arts",-77.065095,38.910024
"753","Trinity Washington University",-77.004261,38.927398
"754","Wesley Theological Seminary",-77.08996,38.939606
"755","Wyotech-Daytona",-81.133086,29.349365
"756","The Art Institute of Fort Lauderdale",-80.123514,26.101246
"757","Atlantic Technical College",-80.185311,26.243609
"758","The Baptist College of Florida",-85.519033,30.956401
"759","Barry University",-80.196136,25.878865
"760","Gooding Institute of Nurse Anesthesia",-85.649864,30.200503
"761","Bethune-Cookman University",-81.031429,29.210193
